,source_id,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,topic-30,topic-31,topic-32,topic-33,topic-34,topic-35,topic-36,topic-37,topic-38,topic-39
mc00344-001-lb0001_39-009-000,mc00344-001-lb0001_39-009-000,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.00017046635912265629,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.009478956460952759,0.014584914781153202,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.015550252050161362,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.45361337065696716,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.004052412696182728,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.5014857649803162,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,1.398344920744421e-06,0.0010191058972850442,1.398344920744421e-06
mc00344-001-bx0001_45-003-000,mc00344-001-bx0001_45-003-000,0.0014016018249094486,3.279794782429235e-07,0.0008764027152210474,3.279794782429235e-07,3.2935262424871325e-05,3.279794782429235e-07,3.279794782429235e-07,0.012046928517520428,0.000489700585603714,0.005681953858584166,3.279794782429235e-07,0.002071588998660445,3.279794782429235e-07,3.279794782429235e-07,5.240070458967239e-05,3.279794782429235e-07,0.9289631247520447,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,0.00020882926764898002,3.279794782429235e-07,0.025229644030332565,0.007230192422866821,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,0.008968696929514408,3.279794782429235e-07,0.00042597169522196054,5.524618973140605e-05,0.00567533727735281,3.279794782429235e-07,3.279794782429235e-07,3.279794782429235e-07,0.0005818947684019804
aspca_20200309_3412,aspca_20200309_3412,0.17132233083248138,7.492123131669359e-06,0.06097961589694023,7.492123131669359e-06,7.492123131669359e-06,0.01842658221721649,0.009504624642431736,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,0.034182414412498474,7.492123131669359e-06,7.492123131669359e-06,0.0595039501786232,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,7.492123131669359e-06,0.0057703712955117226,0.039347223937511444,7.492123131669359e-06,0.17408081889152527,7.492123131669359e-06,7.492123131669359e-06,0.39288797974586487,7.492123131669359e-06,0.005725018214434385,0.02805929258465767
aspca-ledger_20200124_1076,aspca-ledger_20200124_1076,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,0.999880313873291,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06,3.068627393076895e-06
mc00456-001-bx0002-004-001,mc00456-001-bx0002-004-001,0.00010950418800348416,0.00010950418800348416,0.3418883979320526,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.5729750990867615,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.04988126829266548,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.00010950418800348416,0.03131307289004326,0.00010950418800348416
mc00456-001-bx0002-014-001,mc00456-001-bx0002-014-001,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,0.998217761516571,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05,4.570031160255894e-05
mc00620-001-bx0001-085-001,mc00620-001-bx0001-085-001,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.03970314934849739,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.8010162115097046,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.15288636088371277,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798,0.00017281938926316798
mc00456-001-bx0002-032-003,mc00456-001-bx0002-032-003,1.8620576156536117e-05,1.8620576156536117e-05,0.07976307719945908,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,0.0014624459436163306,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,0.5211995244026184,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,1.8620576156536117e-05,0.3969045579433441,1.8620576156536117e-05
mc00620-001-bx0001-095-001,mc00620-001-bx0001-095-001,0.00017828246927820146,0.00017828246927820146,0.09853813052177429,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.7300505042076111,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.16481496393680573,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146,0.00017828246927820146
mc00236_2596534_20200109_882,mc00236_2596534_20200109_882,1.3463751201925334e-05,1.3463751201925334e-05,0.7824466228485107,0.09790685027837753,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,0.010702419094741344,0.03449859470129013,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,0.012903355993330479,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,0.006430197972804308,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,0.02624763920903206,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,0.02843346633017063,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05,1.3463751201925334e-05
mc00456-001-bx0004-021-001,mc00456-001-bx0004-021-001,1.2565877113956958e-05,0.024309489876031876,1.2565877113956958e-05,1.2565877113956958e-05,0.13563169538974762,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,0.009935295209288597,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,0.06756207346916199,1.2565877113956958e-05,0.36085930466651917,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,1.2565877113956958e-05,0.38146087527275085,1.2565877113956958e-05,1.2565877113956958e-05,0.01982659101486206,1.2565877113956958e-05
mc00456-001-bx0002-033-006,mc00456-001-bx0002-033-006,1.3117031812726054e-05,1.3117031812726054e-05,0.08000656962394714,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,0.017330022528767586,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,0.004792238585650921,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,0.016297465190291405,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,0.49566829204559326,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,1.3117031812726054e-05,0.38545939326286316,1.3117031812726054e-05
mc00456-001-bx0004-031-001,mc00456-001-bx0004-031-001,1.2720510312647093e-05,1.2720510312647093e-05,0.4046362638473511,1.2720510312647093e-05,0.018409032374620438,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,0.043430689722299576,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,0.08516867458820343,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,1.2720510312647093e-05,0.42422783374786377,1.2720510312647093e-05,1.2720510312647093e-05,0.023695025593042374,1.2720510312647093e-05
mc00344_118825_20200131_1261,mc00344_118825_20200131_1261,3.5321952509548282e-06,3.5321952509548282e-06,3.5503665003489004e-06,3.5321952509548282e-06,0.003271553199738264,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,0.29642558097839355,3.5321952509548282e-06,0.0025390509981662035,0.02224026992917061,3.5321952509548282e-06,3.5321952509548282e-06,0.005546380765736103,3.5321952509548282e-06,0.10622309148311615,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,0.02660016342997551,0.044651251286268234,3.5321952509548282e-06,3.5321952509548282e-06,0.06172548234462738,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,3.5321952509548282e-06,0.13481153547763824,0.005563891958445311,0.000800250330939889,3.5321952509548282e-06,3.5321952509548282e-06,0.28950613737106323
mc00456-001-bx0003-046-001,mc00456-001-bx0003-046-001,1.6795402189018205e-05,1.6795402189018205e-05,0.28793808817863464,1.6795402189018205e-05,0.012913000769913197,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,0.6612100601196289,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,0.012509642168879509,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,1.6795402189018205e-05,0.02484140731394291,1.6795402189018205e-05
mc00456-001-bx0002-033-007,mc00456-001-bx0002-033-007,1.903576594486367e-05,1.903576594486367e-05,0.05404285341501236,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,0.02204742468893528,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,0.6453335881233215,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,1.903576594486367e-05,0.2778908908367157,1.903576594486367e-05
mc00344-001-bx0001_33-009-000,mc00344-001-bx0001_33-009-000,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,0.0038999849930405617,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,0.0016999165527522564,0.3915242552757263,4.221879407850793e-06,0.013308078981935978,4.221879407850793e-06,0.059234097599983215,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,0.014148558489978313,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,0.4264622926712036,4.221879407850793e-06,0.08867420256137848,4.221879407850793e-06,4.221879407850793e-06,4.221879407850793e-06,0.0009177968022413552
mc00236_2595394_20191206_657,mc00236_2595394_20191206_657,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,0.07829903066158295,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,0.00845621433109045,0.30036741495132446,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,0.03867067024111748,1.0678475518943742e-05,1.0678475518943742e-05,0.08010026812553406,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,0.2349768728017807,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,0.20387543737888336,1.0678475518943742e-05,1.0678475518943742e-05,0.05491233244538307,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05,1.0678475518943742e-05
aspca_20200228_2642,aspca_20200228_2642,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,0.009107816964387894,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,0.003592838067561388,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,0.9681740999221802,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,0.018841223791241646,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06,7.888738764449954e-06
mc00344-001-bx0001_32-006-000,mc00344-001-bx0001_32-006-000,0.08862552791833878,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,0.17670395970344543,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,0.0075725228525698185,4.786150839208858e-06,0.01912424899637699,0.016953835263848305,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,0.19596406817436218,4.786150839208858e-06,0.07603780925273895,0.35325536131858826,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,0.006232277024537325,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,0.05755162239074707,4.786150839208858e-06,4.786150839208858e-06,4.786150839208858e-06,0.0018399294931441545
mc00456-001-bx0002-049-001,mc00456-001-bx0002-049-001,8.33898811833933e-05,8.33898811833933e-05,0.8426504135131836,0.01121580507606268,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,0.048682741820812225,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,0.02844751439988613,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,0.0660848543047905,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05,8.33898811833933e-05
mc00344-001-bx0001_32-016-000,mc00344-001-bx0001_32-016-000,1.2283510386623675e-06,1.2283510386623675e-06,0.023035457357764244,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,0.0034613944590091705,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,0.016477560624480247,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,0.0014769011177122593,0.04919815436005592,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,0.0005090617341920733,1.2283510386623675e-06,1.2283510386623675e-06,0.8770041465759277,0.026761945337057114,1.2283510386623675e-06,1.2283510386623675e-06,1.2283510386623675e-06,0.0020372429862618446
mc00456-001-bx0002-032-002,mc00456-001-bx0002-032-002,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,0.0386076420545578,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,0.7478347420692444,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,1.2156961020082235e-05,0.21310779452323914,1.2156961020082235e-05
mc00456-001-bx0006-035-001,mc00456-001-bx0006-035-001,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,0.9978013038635254,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05,5.637609865516424e-05
mc00620-001-bx0001-061-001,mc00620-001-bx0001-061-001,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.9874926209449768,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565,0.00032070319866761565
mc00456-001-bx0006-025-001,mc00456-001-bx0006-025-001,7.903626101324335e-05,7.903626101324335e-05,0.9767459630966187,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,0.020250655710697174,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05,7.903626101324335e-05
mc00620-001-bx0001-071-001,mc00620-001-bx0001-071-001,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.062060218304395676,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.9323630928993225,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438,0.00014675476995762438
mc00344-001-bx0001_2-004-000,mc00344-001-bx0001_2-004-000,1.0965326509904116e-05,1.0965326509904116e-05,0.06889636814594269,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,0.4989180862903595,1.0965326509904116e-05,1.0965326509904116e-05,1.0965326509904116e-05,0.009574026800692081,1.0965326509904116e-05,1.0965326509904116e-05,0.30927857756614685,1.0965326509904116e-05,0.037651121616363525,0.028588609769940376,1.0965326509904116e-05,1.0965326509904116e-05,0.046731363981962204
mc00344-001-lb0001_42-004-000,mc00344-001-lb0001_42-004-000,2.9891373287682654e-06,2.9891373287682654e-06,0.012902770191431046,0.00810414832085371,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,0.005342140793800354,0.02569884993135929,0.2063973844051361,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,0.018757538869976997,2.9891373287682654e-06,2.9891373287682654e-06,0.2097792774438858,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,0.0007065886748023331,0.0002869431336876005,2.9891373287682654e-06,0.11436112225055695,0.06590217351913452,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,0.005499903112649918,2.9891373287682654e-06,0.2694951891899109,0.05397671088576317,0.0027144933119416237,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06,2.9891373287682654e-06
